trade_id,year,region1,region2,industry1,industry2,amount,total_employment_value,employment_count,unique_employment_factors,economic/employment,employment_People,employment_intensity
3771,2019,BE,IN,FOOD5,MEMBE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
31265,2019,IE,IN,SEACO,PREC1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
18706,2019,ES,IN,WOODW,93197,0.07,0.0,0.0,0.0,0.0,0.0,0.0
19873,2019,FR,IN,ADDIT,PLAST,0.07,0.0,0.0,0.0,0.0,0.0,0.0
25005,2019,GB,IN,RAILW,PADDY,0.07,0.0,0.0,0.0,0.0,0.0,0.0
23686,2019,GB,IN,FABRI,RECRE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
19279,2019,FI,IN,MACHI,PAPER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
22448,2019,FR,IN,SUPPO,BEVER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
10930,2019,CY,IN,FABRI,FISH5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
14190,2019,DE,IN,PRINT,NAPHT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
26764,2019,HR,IN,CONST,FISHF,0.07,0.0,0.0,0.0,0.0,0.0,0.0
35491,2019,JP,IN,PAPER,CHARC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
5069,2019,BE,IN,TRANS,WHOLE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
22187,2019,FR,IN,RUBBE,COKIN,0.07,0.0,0.0,0.0,0.0,0.0,0.0
65325,2019,WL,IN,CROPS,WOOLS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
36134,2019,JP,IN,RETA1,PULP5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
51950,2019,TR,IN,GLASS,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
38631,2019,LT,IN,SUPPO,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
3750,2019,BE,IN,FOOD2,COMPU,0.07,0.0,0.0,0.0,0.0,0.0,0.0
43789,2019,NO,IN,PFERT,CROPS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
67799,2019,WM,IN,GASDI,BIOGA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
26000,2019,GR,IN,COMPU,MOTO1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
54131,2019,US,IN,FINAN,CATTL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
10860,2019,CY,IN,BUSIN,COMPU,0.07,0.0,0.0,0.0,0.0,0.0,0.0
23932,2019,GB,IN,FURNI,PADDY,0.07,0.0,0.0,0.0,0.0,0.0,0.0
13615,2019,DE,IN,MOTO1,PADDY,0.07,0.0,0.0,0.0,0.0,0.0,0.0
67636,2019,WM,IN,FOOD5,TRANS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
44432,2019,PL,IN,FOOD5,POULT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
63811,2019,WF,IN,FABRI,TEXTI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
62774,2019,WE,IN,INSUR,CONST,0.07,0.0,0.0,0.0,0.0,0.0,0.0
39472,2019,LV,IN,BASIC,OFFIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
47856,2019,RU,IN,MOTOR,EDUCA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
65776,2019,WL,IN,LIQUE,EDUCA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
61328,2019,WA,IN,RETAI,COLLE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
31757,2019,IT,IN,BEVER,HOTEL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
18217,2019,ES,IN,PULP5,FOUND,0.07,0.0,0.0,0.0,0.0,0.0,0.0
49862,2019,SE,IN,PAPE1,ELEC3,0.07,0.0,0.0,0.0,0.0,0.0,0.0
22545,2019,FR,IN,TEXTI,HEALT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
47268,2019,RU,IN,CONST,TEXTI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
52254,2019,TR,IN,PLANT,RETA1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
48965,2019,SE,IN,BUSIN,CEREA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
56422,2019,US,IN,RUBBE,CEREA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
24825,2019,GB,IN,PUBLI,ELEC1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
18409,2019,ES,IN,RUBBE,MEDIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
33132,2019,IT,IN,POSTT,KEROS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
61201,2019,WA,IN,RECRE,WASTE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
52669,2019,TR,IN,WEARI,FINAN,0.07,0.0,0.0,0.0,0.0,0.0,0.0
49856,2019,SE,IN,PAPE1,COKE1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
57553,2019,WA,IN,BEVER,93197,0.07,0.0,0.0,0.0,0.0,0.0,0.0
63421,2019,WE,IN,WOODW,CERAM,0.07,0.0,0.0,0.0,0.0,0.0,0.0
6634,2019,CA,IN,FABRI,EDUCA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
52269,2019,TR,IN,PLAST,CRUDE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
41106,2019,NL,IN,COMPU,OFFIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
16243,2019,DK,IN,RUBBE,WOODW,0.07,0.0,0.0,0.0,0.0,0.0,0.0
37210,2019,KR,IN,GASDI,ELECT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
48996,2019,SE,IN,BUSIN,HEAVY,0.07,0.0,0.0,0.0,0.0,0.0,0.0
16240,2019,DK,IN,RUBBE,WEARI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
8381,2019,CN,IN,ALUM1,HEALT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
55969,2019,US,IN,PUBLI,ELEC8,0.07,0.0,0.0,0.0,0.0,0.0,0.0
20788,2019,FR,IN,FURNI,BASIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
3064,2019,BE,IN,AUXIL,EDUCA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
7626,2019,CH,IN,FABRI,CERAM,0.07,0.0,0.0,0.0,0.0,0.0,0.0
15852,2019,DK,IN,LIQUE,EDUCA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
22250,2019,FR,IN,RUBBE,VEGET,0.07,0.0,0.0,0.0,0.0,0.0,0.0
69525,2019,WM,IN,WOODW,MOTOR,0.07,0.0,0.0,0.0,0.0,0.0,0.0
21417,2019,FR,IN,OFFIC,HOTEL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
69357,2019,WM,IN,TOBAC,RETA1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
45926,2019,RO,IN,FABRI,CHEM1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
5137,2019,BE,IN,WHOLE,TRAN2,0.07,0.0,0.0,0.0,0.0,0.0,0.0
25587,2019,GB,IN,SUPPO,HOTEL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
44817,2019,PL,IN,PREC1,CHARC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
23221,2019,GB,IN,BUSIN,LEATH,0.07,0.0,0.0,0.0,0.0,0.0,0.0
32454,2019,IT,IN,INSUR,AUXIL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
24644,2019,GB,IN,POSTT,FISH5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
32684,2019,IT,IN,MACHI,NATU1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
1009,2019,AT,IN,POSTT,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
54831,2019,US,IN,LEAD1,PAPER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
32235,2019,IT,IN,FOOD5,93197,0.07,0.0,0.0,0.0,0.0,0.0,0.0
30510,2019,IE,IN,POSTT,VEGET,0.07,0.0,0.0,0.0,0.0,0.0,0.0
28825,2019,ID,IN,PULP5,AUXIL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
49149,2019,SE,IN,CONST,PRINT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
2655,2019,AU,IN,PRINT,RENTI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
20440,2019,FR,IN,CONST,COMPU,0.07,0.0,0.0,0.0,0.0,0.0,0.0
6714,2019,CA,IN,FURNI,BITUM,0.07,0.0,0.0,0.0,0.0,0.0,0.0
34987,2019,JP,IN,FURNI,RECRE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
46646,2019,RO,IN,WOODW,WOODW,0.07,0.0,0.0,0.0,0.0,0.0,0.0
46685,2019,RU,IN,AIRTR,FABRI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
56953,2019,US,IN,WHOLE,BASIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
69863,2019,ZA,IN,ELECT,FABRI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
36850,2019,KR,IN,CHEMI,NONME,0.07,0.0,0.0,0.0,0.0,0.0,0.0
67936,2019,WM,IN,GLASS,MEMBE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
62032,2019,WA,IN,VEGE1,MEATP,0.07,0.0,0.0,0.0,0.0,0.0,0.0
6003,2019,BR,IN,PAPER,POSTT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
40463,2019,MX,IN,PRINT,COKEO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
42479,2019,NL,IN,PREC1,LIQUE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
46562,2019,RO,IN,SUPPO,REALE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
41192,2019,NL,IN,CONST,OILSE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
59709,2019,WA,IN,MOTO1,COLLE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
19499,2019,FI,IN,PLAST,KEROS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
69946,2019,ZA,IN,FOOD5,ANIMA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
30908,2019,IE,IN,RECRE,OFFIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
2703,2019,AU,IN,RADIO,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
41606,2019,NL,IN,FORES,WHOLE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
23322,2019,GB,IN,CHEM1,HEAVY,0.07,0.0,0.0,0.0,0.0,0.0,0.0
69753,2019,ZA,IN,CHEM1,BIODI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
13969,2019,DE,IN,PETRO,NONSP,0.07,0.0,0.0,0.0,0.0,0.0,0.0
34560,2019,JP,IN,CONST,PADDY,0.07,0.0,0.0,0.0,0.0,0.0,0.0
20975,2019,FR,IN,INSUR,CERAM,0.07,0.0,0.0,0.0,0.0,0.0,0.0
13608,2019,DE,IN,MOTO1,HOTEL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
25023,2019,GB,IN,RAILW,TRANS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
5783,2019,BR,IN,GASDI,LANDT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
55189,2019,US,IN,OFFIC,FURNI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
40322,2019,MX,IN,OFFIC,TRANS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
64638,2019,WF,IN,PULP5,MEMBE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
20957,2019,FR,IN,INERT,COMPU,0.07,0.0,0.0,0.0,0.0,0.0,0.0
44794,2019,PL,IN,PLAST,PAPER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
7165,2019,CA,IN,PULP5,AUXIL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
9843,2019,CN,IN,OFFIC,PRINT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
61913,2019,WA,IN,TRAN2,HEAVY,0.07,0.0,0.0,0.0,0.0,0.0,0.0
42548,2019,NL,IN,PUBLI,AUXIL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
34585,2019,JP,IN,CONST,VEGET,0.07,0.0,0.0,0.0,0.0,0.0,0.0
40953,2019,NL,IN,BUSIN,BIOGA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
26892,2019,HR,IN,MACHI,RENTI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
55713,2019,US,IN,PREC1,REFI1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
51024,2019,SI,IN,MACHI,DISTR,0.07,0.0,0.0,0.0,0.0,0.0,0.0
45003,2019,PL,IN,SUPPO,ELECT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
9620,2019,CN,IN,MOTO1,WHEAT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
23374,2019,GB,IN,CHEM1,VEGE1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
53740,2019,US,IN,COMPU,BITUM,0.07,0.0,0.0,0.0,0.0,0.0,0.0
24055,2019,GB,IN,INSUR,LEATH,0.07,0.0,0.0,0.0,0.0,0.0,0.0
21144,2019,FR,IN,LEAD1,FOUND,0.07,0.0,0.0,0.0,0.0,0.0,0.0
2250,2019,AU,IN,LEATH,CHEM1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
33639,2019,IT,IN,SEACO,PREC1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
54049,2019,US,IN,FABRI,CROPS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
22416,2019,FR,IN,SEACO,REFI1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
3888,2019,BE,IN,GLASS,OFFIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
18859,2019,FI,IN,BUSIN,NAPHT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
44357,2019,PL,IN,FABRI,NAPHT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
26276,2019,GR,IN,PRIVA,STONE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
38073,2019,KR,IN,PRINT,TEXTI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
17817,2019,ES,IN,PAPER,BASIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
51859,2019,TR,IN,FOOD5,WHOLE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
34494,2019,JP,IN,COMPU,PRINT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
45948,2019,RO,IN,FABRI,NONME,0.07,0.0,0.0,0.0,0.0,0.0,0.0
63503,2019,WF,IN,ALUM1,TEXTI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
25171,2019,GB,IN,RENTI,MEDIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
42316,2019,NL,IN,PLAST,FOOD5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
33311,2019,IT,IN,PUBLI,PAPER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
3388,2019,BE,IN,CHEMI,ELEC5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
7279,2019,CA,IN,RUBBE,GASDI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
4455,2019,BE,IN,POSTT,GLASS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
40326,2019,MX,IN,PAPER,BEVER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
24241,2019,GB,IN,MACHI,NONF1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
32799,2019,IT,IN,MOTOR,NONSP,0.07,0.0,0.0,0.0,0.0,0.0,0.0
10975,2019,CY,IN,MACHI,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
7794,2019,CH,IN,GLASS,FABRI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
9996,2019,CN,IN,PARAF,PETRO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
9378,2019,CN,IN,LEATH,BEVER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
47078,2019,RU,IN,CHEM1,CEMEN,0.07,0.0,0.0,0.0,0.0,0.0,0.0
10538,2019,CN,IN,STONE,FURNI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
182,2019,AT,IN,BUSIN,BASIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
41093,2019,NL,IN,COMPU,ELEC3,0.07,0.0,0.0,0.0,0.0,0.0,0.0
22396,2019,FR,IN,SEACO,NONF1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
48027,2019,RU,IN,PAPER,ALUM1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
33939,2019,JP,IN,AIRTR,ELEC5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
70595,2019,ZA,IN,TRANS,WHOLE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
10711,2019,CN,IN,WEARI,MOTO1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
56053,2019,US,IN,PULP5,BIOGA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
16719,2019,EE,IN,WOODW,CHEM1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
7166,2019,CA,IN,PULP5,BASIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
52376,2019,TR,IN,PRINT,COMPU,0.07,0.0,0.0,0.0,0.0,0.0,0.0
27672,2019,HU,IN,WHOLE,COLLE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
69267,2019,WM,IN,RUBBE,TOBAC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
22222,2019,FR,IN,RUBBE,NONME,0.07,0.0,0.0,0.0,0.0,0.0,0.0
57299,2019,WA,IN,ALUM1,HOTEL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
46281,2019,RO,IN,MOTOR,ELEC4,0.07,0.0,0.0,0.0,0.0,0.0,0.0
1193,2019,AT,IN,RETA1,BRICK,0.07,0.0,0.0,0.0,0.0,0.0,0.0
16426,2019,DK,IN,WHOLE,AIRTR,0.07,0.0,0.0,0.0,0.0,0.0,0.0
38524,2019,LT,IN,RAILW,COPP1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
44646,2019,PL,IN,MOTOR,GASDI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
24351,2019,GB,IN,NONF1,MEDIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
70120,2019,ZA,IN,HEAVY,NONME,0.07,0.0,0.0,0.0,0.0,0.0,0.0
25078,2019,GB,IN,REALE,TEXTI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
42967,2019,NL,IN,SEACO,MEDIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
55750,2019,US,IN,PRINT,ELEC5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
33300,2019,IT,IN,PUBLI,HEALT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
16794,2019,ES,IN,ALUM1,PAPER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
36642,2019,KR,IN,ALUM1,NAPHT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
3971,2019,BE,IN,INSUR,NONME,0.07,0.0,0.0,0.0,0.0,0.0,0.0
63211,2019,WE,IN,RUBBE,TRANS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
61125,2019,WA,IN,RECRE,BASIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
65946,2019,WL,IN,PAPER,SUPPO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
60011,2019,WA,IN,NONSP,PARAF,0.07,0.0,0.0,0.0,0.0,0.0,0.0
40216,2019,MX,IN,LEAD1,NONF1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
21913,2019,FR,IN,RAILW,MEDIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
5125,2019,BE,IN,WHOLE,OILSE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
24336,2019,GB,IN,NONF1,ELEC1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
3501,2019,BE,IN,CONST,LANDT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
20608,2019,FR,IN,FABRI,LEATH,0.07,0.0,0.0,0.0,0.0,0.0,0.0
8250,2019,CH,IN,RUBBE,SUPPO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
38644,2019,LT,IN,SUPPO,PLAST,0.07,0.0,0.0,0.0,0.0,0.0,0.0
45560,2019,PT,IN,PRIVA,NONME,0.07,0.0,0.0,0.0,0.0,0.0,0.0
13564,2019,DE,IN,MACHI,SEACO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
43755,2019,NO,IN,PAPER,CHEM1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
49349,2019,SE,IN,FOOD3,WOODW,0.07,0.0,0.0,0.0,0.0,0.0,0.0
33864,2019,IT,IN,WOODW,93197,0.07,0.0,0.0,0.0,0.0,0.0,0.0
27332,2019,HU,IN,PAPER,FISH5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
13436,2019,DE,IN,LEAD1,TRANS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
12747,2019,DE,IN,CONST,LEAD1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
64683,2019,WF,IN,RADIO,SUPPO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
63092,2019,WE,IN,PRIVA,WHEAT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
4773,2019,BE,IN,RUBBE,SALEM,0.07,0.0,0.0,0.0,0.0,0.0,0.0
63137,2019,WE,IN,PULP5,PAPER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
17276,2019,ES,IN,FINAN,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
33359,2019,IT,IN,PULP5,PROCE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
45637,2019,PT,IN,RUBBE,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
9286,2019,CN,IN,GLASS,REFI1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
40124,2019,MX,IN,FOOD5,POULT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
5242,2019,BG,IN,CHEM1,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
24915,2019,GB,IN,PULP5,CERAM,0.07,0.0,0.0,0.0,0.0,0.0,0.0
60198,2019,WA,IN,PAPER,SEACO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
54463,2019,US,IN,GASDI,BITUM,0.07,0.0,0.0,0.0,0.0,0.0,0.0
14243,2019,DE,IN,PRIVA,FINAN,0.07,0.0,0.0,0.0,0.0,0.0,0.0
64925,2019,WF,IN,WOOLS,ELEC7,0.07,0.0,0.0,0.0,0.0,0.0,0.0
5913,2019,BR,IN,NONF1,ELEC4,0.07,0.0,0.0,0.0,0.0,0.0,0.0
21092,2019,FR,IN,LANDT,GASWO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
63035,2019,WE,IN,PRINT,RADIO,0.07,0.0,0.0,0.0,0.0,0.0,0.0
45611,2019,PT,IN,RECRE,RECRE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
7466,2019,CH,IN,BEVER,HEALT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
67807,2019,WM,IN,GASDI,CHARC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
49532,2019,SE,IN,INSUR,PFERT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
14492,2019,DE,IN,REALE,MOTO1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
68113,2019,WM,IN,LEATH,PAPER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
49707,2019,SE,IN,MACHI,NATUR,0.07,0.0,0.0,0.0,0.0,0.0,0.0
51403,2019,SK,IN,PLAST,RUBBE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
61619,2019,WA,IN,SEACO,NONF1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
20761,2019,FR,IN,FOODW,REALE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
32804,2019,IT,IN,MOTOR,PROCE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
64658,2019,WF,IN,RADIO,93197,0.07,0.0,0.0,0.0,0.0,0.0,0.0
2053,2019,AU,IN,FURNI,LEATH,0.07,0.0,0.0,0.0,0.0,0.0,0.0
62803,2019,WE,IN,LEATH,MACHI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
55214,2019,US,IN,OILSE,CHEM1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
24009,2019,GB,IN,INSUR,ALUM1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
13829,2019,DE,IN,OFFIC,WOODW,0.07,0.0,0.0,0.0,0.0,0.0,0.0
2968,2019,BE,IN,AIRTR,NFERT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
4220,2019,BE,IN,NONFE,COLLE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
52050,2019,TR,IN,LEATH,FOUND,0.07,0.0,0.0,0.0,0.0,0.0,0.0
13990,2019,DE,IN,PFERT,NONSP,0.07,0.0,0.0,0.0,0.0,0.0,0.0
18795,2019,FI,IN,BASIC,MEDIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
53316,2019,US,IN,BASIC,CHEM1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
30856,2019,IE,IN,REALE,LANDT,0.07,0.0,0.0,0.0,0.0,0.0,0.0
21115,2019,FR,IN,LANDT,PLAST,0.07,0.0,0.0,0.0,0.0,0.0,0.0
8692,2019,CN,IN,CHEM1,PIGS9,0.07,0.0,0.0,0.0,0.0,0.0,0.0
56060,2019,US,IN,PULP5,CHARC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
49145,2019,SE,IN,CONST,PAPER,0.07,0.0,0.0,0.0,0.0,0.0,0.0
21785,2019,FR,IN,PRINT,TEXTI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
39480,2019,LV,IN,CEMEN,CONST,0.07,0.0,0.0,0.0,0.0,0.0,0.0
40856,2019,NL,IN,ALUM1,MOTOR,0.07,0.0,0.0,0.0,0.0,0.0,0.0
30655,2019,IE,IN,PUBLI,OILSE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
16370,2019,DK,IN,SUPPO,COMPU,0.07,0.0,0.0,0.0,0.0,0.0,0.0
32023,2019,IT,IN,COMPU,HOTEL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
351,2019,AT,IN,CHEM1,TOBAC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
51618,2019,TR,IN,CHEM1,MEAT4,0.07,0.0,0.0,0.0,0.0,0.0,0.0
36600,2019,KR,IN,ADDIT,TRANS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
4198,2019,BE,IN,NONF1,ELEC5,0.07,0.0,0.0,0.0,0.0,0.0,0.0
65178,2019,WL,IN,CHEM1,BRICK,0.07,0.0,0.0,0.0,0.0,0.0,0.0
14407,2019,DE,IN,PULP5,KEROS,0.07,0.0,0.0,0.0,0.0,0.0,0.0
12788,2019,DE,IN,CONST,RETAI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
15608,2019,DK,IN,COPP1,FURNI,0.07,0.0,0.0,0.0,0.0,0.0,0.0
58510,2019,WA,IN,FABRI,OILSE,0.07,0.0,0.0,0.0,0.0,0.0,0.0
42279,2019,NL,IN,PLAS1,TRAN2,0.07,0.0,0.0,0.0,0.0,0.0,0.0
40085,2019,MX,IN,FABRI,PREC1,0.07,0.0,0.0,0.0,0.0,0.0,0.0
46598,2019,RO,IN,VEGE1,ANIMA,0.07,0.0,0.0,0.0,0.0,0.0,0.0
69830,2019,ZA,IN,COKEO,BASIC,0.07,0.0,0.0,0.0,0.0,0.0,0.0
66365,2019,WL,IN,SEACO,HOTEL,0.07,0.0,0.0,0.0,0.0,0.0,0.0
