trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,CO2_total,CH4_total,N2O_total,impact_intensity
7122,2020,US,US,FOOD2,LIQUE,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19665,2020,US,US,TRAN2,FABRI,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7710,2020,US,US,FOODW,CERAM,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19114,2020,US,US,TEXT2,ELEC8,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,2020,US,US,BEVER,FISH5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7523,2020,US,US,FOOD4,SUBBI,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17035,2020,US,US,RESEA,ELE12,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12520,2020,US,US,NATUR,REFIN,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15668,2020,US,US,PRINT,ANIMA,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9341,2020,US,US,INLAN,AUXIL,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18450,2020,US,US,SUBBI,BUSIN,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,2020,US,US,AUXIL,WHITE,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14418,2020,US,US,PARAF,NAPHT,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19989,2020,US,US,VEGET,LIQUI,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14929,2020,US,US,PLAS1,PLANT,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8446,2020,US,US,GASWO,BIOG1,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13064,2020,US,US,NONSP,INLAN,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16126,2020,US,US,RADIO,KERO1,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,2020,US,US,AUXIL,COKEO,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19879,2020,US,US,VEGE1,MEATC,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18268,2020,US,US,STEAM,KEROS,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4387,2020,US,US,DISTR,PETRO,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,2020,US,US,BIOGA,MEAT4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4760,2020,US,US,ELE12,CHEM1,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12734,2020,US,US,NONF1,INSUR,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14229,2020,US,US,PAPER,ELEC8,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17027,2020,US,US,RESEA,COPPE,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10030,2020,US,US,KEROS,VEGET,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19549,2020,US,US,TRAN1,FOODW,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18385,2020,US,US,STONE,FINAN,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11801,2020,US,US,MEDIC,SANDC,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15057,2020,US,US,PLAS2,KERO1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5725,2020,US,US,ELEC6,BITU1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12529,2020,US,US,NATUR,SECO9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12950,2020,US,US,NONME,PATEN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13545,2020,US,US,OILSE,MEATA,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18657,2020,US,US,SUGAR,ETHAN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,2020,US,US,ALUMI,KERO1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9994,2020,US,US,KEROS,FOOD5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5866,2020,US,US,ELEC6,WOOD2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13079,2020,US,US,NONSP,MEAT4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14630,2020,US,US,PFERT,PLAS2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,2020,US,US,BIODI,INERT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11608,2020,US,US,MEATP,NATUR,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10025,2020,US,US,KEROS,SEACO,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6880,2020,US,US,FISH5,FOOD2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20727,2020,US,US,WHOLE,NUCLE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18040,2020,US,US,SEWAG,BKBPE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7030,2020,US,US,FISHF,SUGA1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6297,2020,US,US,ELECT,AVIAT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4926,2020,US,US,ELEC1,ELEC9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20139,2020,US,US,WASTE,LEADZ,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18219,2020,US,US,STEAM,CHEMI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20295,2020,US,US,WEARI,MEAT1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9149,2020,US,US,HYDRO,SANDC,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,2020,US,US,CHEMI,FORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14566,2020,US,US,PFERT,ELEC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9059,2020,US,US,HYDRO,CEREA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3760,2020,US,US,CROPS,FOOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18270,2020,US,US,STEAM,LEAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12587,2020,US,US,NFERT,ELE12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10231,2020,US,US,LEAD1,DAIRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18545,2020,US,US,SUGA1,BIOG1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8101,2020,US,US,FOUND,SUGA1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19862,2020,US,US,VEGE1,FOUND,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9593,2020,US,US,INSUR,PLANT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14379,2020,US,US,PARAF,ELEC7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12657,2020,US,US,NFERT,PROCE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12766,2020,US,US,NONF1,SEACO,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10645,2020,US,US,LIQUE,PEAT2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14783,2020,US,US,PLANT,FISH5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5960,2020,US,US,ELEC7,PAPE4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15037,2020,US,US,PLAS2,FOOD1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11968,2020,US,US,MEMBE,SECO9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3849,2020,US,US,CRUDE,ELE12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6190,2020,US,US,ELEC9,CERAM,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7628,2020,US,US,FOOD5,NONF1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8562,2020,US,US,GLASS,PATEN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17955,2020,US,US,SEACO,SUGA1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20486,2020,US,US,WHITE,BIOG1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5573,2020,US,US,ELEC5,COALT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9846,2020,US,US,IRONO,NAPHT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19456,2020,US,US,TOBAC,PLAS1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,2020,US,US,ANTHR,FORES,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,2020,US,US,CATTL,WOODW,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6277,2020,US,US,ELEC9,SUGAR,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10956,2020,US,US,MACHI,AVIAT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8733,2020,US,US,HEAVY,COPP1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14620,2020,US,US,PFERT,PAPE3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9099,2020,US,US,HYDRO,LANDT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15786,2020,US,US,PRINT,PRECI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17163,2020,US,US,RETA1,BIOG1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17215,2020,US,US,RETA1,HEAVY,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20566,2020,US,US,WHITE,PADDY,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18250,2020,US,US,STEAM,FOOD4,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18500,2020,US,US,SUBBI,NFERT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7116,2020,US,US,FOOD2,KERO1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9461,2020,US,US,INLAN,TOBAC,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2020,US,US,AIRTR,WHEAT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20560,2020,US,US,WHITE,NFERT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13612,2020,US,US,PADDY,ETHAN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,2020,US,US,BITU1,BUSIN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,2020,US,US,ALUM1,ELE12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,2020,US,US,BASIC,ETHAN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10392,2020,US,US,LEATH,ELE12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18455,2020,US,US,SUBBI,COKIN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,2020,US,US,BIOG1,KEROS,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,2020,US,US,COPP1,URANI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20273,2020,US,US,WEARI,FOODW,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2020,US,US,AIRTR,CEREA,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15834,2020,US,US,PROCE,BASIC,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9346,2020,US,US,INLAN,BIOGA,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13538,2020,US,US,OILSE,INERT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19602,2020,US,US,TRAN1,PATEN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19234,2020,US,US,TEXTI,AIRTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11548,2020,US,US,MEATP,CEMEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
886,2020,US,US,AVIAT,ELECT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18298,2020,US,US,STEAM,PAPE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19676,2020,US,US,TRAN2,PREC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8611,2020,US,US,HEALT,AUXIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12706,2020,US,US,NONF1,CROPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19056,2020,US,US,TEXT1,URANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18221,2020,US,US,STEAM,COKEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8589,2020,US,US,GLASS,SECO9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
256,2020,US,US,AIRTR,OILSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17599,2020,US,US,SALEM,IRONO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12265,2020,US,US,MOTOR,NONFE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4745,2020,US,US,ELE12,ANTHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13784,2020,US,US,PAPE1,PAPE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1456,2020,US,US,BIOG1,MEATC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
544,2020,US,US,ANIMA,CHEMI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21277,2020,US,US,WOODW,TRAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20391,2020,US,US,WHEAT,ELEC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3728,2020,US,US,COPPE,STONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
603,2020,US,US,ANIMA,SEWAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10733,2020,US,US,LIQUI,FORES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16420,2020,US,US,RAWMI,TRANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5264,2020,US,US,ELEC3,ELEC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6240,2020,US,US,ELEC9,NFERT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18202,2020,US,US,STEAM,AVIAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18716,2020,US,US,SUGAR,VEGE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20435,2020,US,US,WHEAT,PAPE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19189,2020,US,US,TEXT2,PRECI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10029,2020,US,US,KEROS,TRANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13240,2020,US,US,OFFIC,HYDRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11649,2020,US,US,MEATP,TEXT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17260,2020,US,US,RETA1,PLAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2914,2020,US,US,COALT,HEAVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5784,2020,US,US,ELEC6,LEATH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2523,2020,US,US,CERAM,PFERT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1548,2020,US,US,BIOGA,DISTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17195,2020,US,US,RETA1,ELEC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16374,2020,US,US,RAWMI,GASWO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4616,2020,US,US,ELE11,COKEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10722,2020,US,US,LIQUI,DAIRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12244,2020,US,US,MOTOR,LEADZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16629,2020,US,US,RECRE,COALT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15618,2020,US,US,PRECI,KERO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18842,2020,US,US,SUPPO,PEAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12220,2020,US,US,MOTOR,FOOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14359,2020,US,US,PARAF,CEMEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9112,2020,US,US,HYDRO,MEMBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
516,2020,US,US,ALUMI,PRINT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13673,2020,US,US,PADDY,WOODW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1663,2020,US,US,BIOGA,URANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11326,2020,US,US,MEAT4,REFIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5423,2020,US,US,ELEC4,ELE12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19912,2020,US,US,VEGE1,STEAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20138,2020,US,US,WASTE,LEAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8275,2020,US,US,FURNI,WOOLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2965,2020,US,US,COKE1,RADIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
371,2020,US,US,ALUM1,GASWO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10268,2020,US,US,LEAD1,PIGS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14416,2020,US,US,PARAF,MEDIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12371,2020,US,US,NAPHT,PARAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14435,2020,US,US,PARAF,REFIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5905,2020,US,US,ELEC7,ELEC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1455,2020,US,US,BIOG1,MEAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1752,2020,US,US,BITU1,TRAN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10379,2020,US,US,LEATH,COKE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2018,2020,US,US,BRICK,PAPE4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12780,2020,US,US,NONFE,BIOGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21302,2020,US,US,WOOLS,ELEC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7902,2020,US,US,FORES,FOODW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19339,2020,US,US,TEXTI,PATEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20929,2020,US,US,WOOD1,REFIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20399,2020,US,US,WHEAT,FOOD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10336,2020,US,US,LEADZ,PAPE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10373,2020,US,US,LEATH,BLAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1919,2020,US,US,BLAST,LEADZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4860,2020,US,US,ELE12,STONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2449,2020,US,US,CERAM,ANIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18307,2020,US,US,STEAM,PLAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2293,2020,US,US,CATTL,WOOLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20044,2020,US,US,VEGET,TEXT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15474,2020,US,US,POULT,TRAN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4862,2020,US,US,ELE12,SUGA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16394,2020,US,US,RAWMI,PATEN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7974,2020,US,US,FORES,STONE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9418,2020,US,US,INLAN,NONF1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5391,2020,US,US,ELEC4,AVIAT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11304,2020,US,US,MEAT4,PAPE1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10863,2020,US,US,LUBRI,INLAN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17256,2020,US,US,RETA1,PARAF,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20356,2020,US,US,WEARI,WOOD2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11652,2020,US,US,MEATP,TOBAC,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14468,2020,US,US,PATEN,COPPE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,2020,US,US,AVIAT,AUXIL,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,2020,US,US,DAIRY,LIQUE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6016,2020,US,US,ELEC8,ALUMI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14811,2020,US,US,PLANT,WOODW,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15606,2020,US,US,PRECI,FINAN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5926,2020,US,US,ELEC7,INLAN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6084,2020,US,US,ELEC8,KERO1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6091,2020,US,US,ELEC8,LIQUI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,2020,US,US,AVIAT,MEDIC,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10060,2020,US,US,LANDT,CHARC,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16382,2020,US,US,RAWMI,LEATH,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10288,2020,US,US,LEAD1,TEXTI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21297,2020,US,US,WOOLS,DISTR,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6908,2020,US,US,FISH5,OILHA,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13405,2020,US,US,OILHA,KERO1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230,2020,US,US,FURNI,PRECI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8687,2020,US,US,HEALT,SECO9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15529,2020,US,US,PREC1,LEATH,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11211,2020,US,US,MEAT1,TOBAC,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6600,2020,US,US,FABRI,NONFE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5736,2020,US,US,ELEC6,COKE1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20066,2020,US,US,WASTE,AVIAT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20499,2020,US,US,WHITE,COPPE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18402,2020,US,US,STONE,MOTO1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17760,2020,US,US,SANDC,INLAN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12890,2020,US,US,NONME,ELEC9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5646,2020,US,US,ELEC5,NONFE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13624,2020,US,US,PADDY,INLAN,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9075,2020,US,US,HYDRO,ELEC2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2020,US,US,93197,PFERT,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2902,2020,US,US,COALT,BIODI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,2020,US,US,BEVER,ALUMI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20874,2020,US,US,WOOD1,LEAD1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14439,2020,US,US,PARAF,SALEM,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,2020,US,US,ANTHR,WEARI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16106,2020,US,US,RADIO,FOOD1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,2020,US,US,ALUMI,FOUND,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7608,2020,US,US,FOOD5,KERO1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,2020,US,US,BITUM,PRECI,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7434,2020,US,US,FOOD4,FOOD1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10708,2020,US,US,LIQUI,BITUM,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18334,2020,US,US,STEAM,STONE,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12435,2020,US,US,NATUR,ELEC7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
